Code,Description
13960,Repair of liver using endoscope
14828,Excision of neck using laser
90930,Vaccination - follow-up visit
00144,General anesthesia for heart surgery
10541,Suturing of spine using endoscope
13347,Repair of lungs using stent
10170,Reconstruction of arm using laser
12062,Suturing of abdomen using laparoscope
12947,Biopsy of skin using catheter
15018,Reconstruction of ear using catheter
11688,Drainage of leg using stent
80633,Blood test evaluation
12680,Repair of eye using scalpel
70474,Ultrasound of chest with contrast
13302,Biopsy of spine using scalpel
80509,DNA screening evaluation
10632,Repair of abdomen using catheter
15582,Reconstruction of eye using laser
90490,Vaccination - follow-up visit
90732,Vaccination - follow-up visit
13339,Reconstruction of pelvis using endoscope
80706,DNA screening evaluation
90335,Consultation - follow-up visit
11129,Suturing of arm using laparoscope
70252,X-ray of abdomen with contrast
14884,Repair of knee using endoscope
90996,Vaccination - follow-up visit
80591,DNA screening evaluation
80274,Culture test evaluation
80463,Blood test evaluation
14362,Drainage of lungs using endoscope
80323,DNA screening evaluation
15179,Repair of chest using catheter
14687,Excision of pelvis using laser
13851,Suturing of skin using endoscope
10120,Drainage of ear using endoscope
14106,Drainage of abdomen using catheter
91240,Therapy session - routine check
11977,Drainage of chest using endoscope
13942,Reconstruction of leg using scalpel
11514,Excision of heart using scalpel
15146,Biopsy of eye using scalpel
90305,Vaccination - routine check
13114,Repair of kidney using catheter
70671,CT scan of kidney with contrast
14379,Suturing of neck using endoscope
15901,Biopsy of pelvis using endoscope
80074,Blood test evaluation
80464,Blood test evaluation
71067,X-ray of spine with contrast
13007,Suturing of spine using scalpel
81034,DNA screening evaluation
10463,Biopsy of heart using catheter
10378,Reconstruction of lungs using catheter
10294,Repair of chest using scalpel
13904,Drainage of ear using endoscope
16585,Suturing of brain using laparoscope
71077,CT scan of eye with contrast
91104,Therapy session - follow-up visit
15237,Excision of ear using scalpel
16096,Excision of heart using scalpel
13819,Drainage of arm using endoscope
12669,Repair of heart using laparoscope
12374,Repair of brain using laser
13941,Drainage of pelvis using laser
14902,Biopsy of chest using endoscope
10134,Repair of pelvis using laser
10788,Excision of lungs using laparoscope
12676,Repair of neck using laparoscope
11703,Excision of brain using scalpel
11624,Drainage of pelvis using catheter
90574,Therapy session - follow-up visit
12398,Biopsy of ear using catheter
10163,Repair of spine using catheter
10076,Suturing of arm using stent
13311,Repair of kidney using catheter
80910,Tissue analysis evaluation
12923,Repair of liver using laser
15517,Reconstruction of liver using laparoscope
14501,Repair of ear using catheter
90746,Consultation - preventive screening
71070,MRI scan of heart with contrast
10158,Biopsy of chest using stent
91120,Consultation - routine check
80396,DNA screening evaluation
70843,CT scan of knee with contrast
12026,Repair of liver using scalpel
70386,Ultrasound of lungs with contrast
91109,Consultation - preventive screening
90920,Consultation - routine check
14481,Reconstruction of neck using laparoscope
14044,Biopsy of liver using catheter
14395,Reconstruction of skin using laparoscope
14304,Excision of knee using endoscope
13091,Repair of pelvis using stent
13597,Suturing of kidney using catheter
14512,Suturing of leg using stent
91221,Physical exam - preventive screening
80813,Tissue analysis evaluation
90288,Therapy session - preventive screening
10772,Biopsy of brain using laser
12861,Drainage of knee using catheter
00174,Sedation for spine surgery
15229,Suturing of liver using laser
10240,Excision of arm using laparoscope
80115,Culture test evaluation
80926,Tissue analysis evaluation
11025,Repair of kidney using laparoscope
12305,Biopsy of neck using catheter
14756,Excision of abdomen using scalpel
70969,Ultrasound of ear with contrast
12607,Excision of skin using endoscope
80424,Tissue analysis evaluation
70712,CT scan of heart with contrast
70948,CT scan of leg with contrast
15893,Suturing of spine using laparoscope
16653,Suturing of liver using catheter
11579,Suturing of neck using endoscope
10097,Excision of abdomen using laparoscope
15003,Excision of neck using stent
11686,Excision of leg using scalpel
71038,MRI scan of skin with contrast
12758,Drainage of arm using laser
70538,CT scan of lungs with contrast
12674,Drainage of heart using scalpel
16602,Repair of lungs using laser
15426,Reconstruction of spine using catheter
10994,Reconstruction of leg using endoscope
14799,Suturing of arm using catheter
90929,Therapy session - preventive screening
11566,Suturing of liver using endoscope
15477,Repair of ear using laser
80924,Blood test evaluation
70765,Fluoroscopy of chest with contrast
12500,Repair of pelvis using endoscope
80555,Tissue analysis evaluation
12115,Excision of eye using endoscope
80269,DNA screening evaluation
14247,Biopsy of neck using laser
90308,Physical exam - follow-up visit
13619,Drainage of brain using catheter
11225,Excision of eye using laparoscope
14549,Reconstruction of spine using stent
80535,DNA screening evaluation
70885,X-ray of skin with contrast
80556,DNA screening evaluation
13681,Repair of heart using stent
14781,Suturing of pelvis using laser
13667,Repair of eye using scalpel
90496,Therapy session - follow-up visit
12160,Suturing of brain using catheter
00176,Local anesthesia for leg surgery
12236,Suturing of heart using laser
70088,CT scan of chest with contrast
11234,Reconstruction of arm using scalpel
91029,Therapy session - follow-up visit
70497,Ultrasound of pelvis with contrast
14103,Suturing of arm using laser
14719,Drainage of ear using laparoscope
90325,Therapy session - follow-up visit
14589,Repair of abdomen using endoscope
14368,Excision of skin using catheter
12074,Reconstruction of heart using laser
11196,Drainage of brain using laser
70188,CT scan of ear with contrast
11822,Drainage of ear using catheter
71005,Fluoroscopy of lungs with contrast
11815,Excision of spine using stent
70585,MRI scan of abdomen with contrast
14909,Repair of neck using laparoscope
13301,Drainage of knee using endoscope
80654,Culture test evaluation
11397,Repair of spine using scalpel
11938,Biopsy of leg using laparoscope
11021,Biopsy of lungs using stent
12983,Reconstruction of arm using scalpel
00152,Local anesthesia for skin surgery
15911,Repair of heart using stent
16254,Repair of liver using stent
14130,Biopsy of skin using catheter
15642,Excision of pelvis using laparoscope
90423,Physical exam - follow-up visit
13602,Reconstruction of ear using scalpel
91100,Physical exam - preventive screening
80492,Blood test evaluation
80821,Tissue analysis evaluation
12879,Biopsy of eye using scalpel
15811,Drainage of lungs using stent
12538,Suturing of heart using scalpel
11750,Drainage of ear using scalpel
11262,Repair of knee using stent
13205,Biopsy of lungs using scalpel
70965,Fluoroscopy of abdomen with contrast
16631,Reconstruction of chest using laser
15837,Repair of leg using stent
90355,Consultation - preventive screening
11930,Reconstruction of abdomen using laparoscope
10818,Reconstruction of heart using stent
13099,Biopsy of eye using stent
70215,CT scan of spine with contrast
70071,X-ray of chest with contrast
10774,Repair of arm using endoscope
13407,Excision of pelvis using laparoscope
80691,Blood test evaluation
10075,Reconstruction of kidney using scalpel
12722,Repair of abdomen using scalpel
14135,Suturing of skin using scalpel
70505,Ultrasound of arm with contrast
11250,Excision of kidney using stent
70362,X-ray of lungs with contrast
15997,Reconstruction of abdomen using laser
11141,Drainage of arm using endoscope
13257,Excision of abdomen using laser
71109,Ultrasound of brain with contrast
10305,Reconstruction of brain using endoscope
15082,Excision of skin using laser
14187,Repair of neck using catheter
12569,Excision of brain using stent
80293,Tissue analysis evaluation
16575,Drainage of spine using catheter
13010,Reconstruction of skin using laparoscope
80304,Blood test evaluation
14268,Repair of brain using stent
80126,DNA screening evaluation
16125,Reconstruction of lungs using scalpel
11004,Reconstruction of heart using scalpel
14544,Biopsy of abdomen using catheter
10778,Repair of ear using endoscope
12623,Biopsy of eye using catheter
11090,Suturing of knee using scalpel
15490,Excision of skin using stent
90886,Vaccination - preventive screening
16181,Reconstruction of brain using endoscope
70236,CT scan of knee with contrast
11038,Reconstruction of ear using catheter
70743,MRI scan of liver with contrast
11026,Suturing of ear using laser
10803,Suturing of brain using scalpel
12429,Suturing of kidney using endoscope
11224,Reconstruction of knee using stent
14923,Reconstruction of eye using laser
91076,Physical exam - routine check
11746,Repair of arm using catheter
00111,Sedation for chest surgery
10053,Repair of leg using laser
14812,Excision of eye using laparoscope
14607,Biopsy of eye using catheter
90916,Vaccination - preventive screening
13472,Biopsy of chest using laparoscope
91190,Vaccination - follow-up visit
10122,Repair of leg using laser
11116,Biopsy of chest using catheter
11725,Suturing of heart using endoscope
70424,MRI scan of leg with contrast
10196,Reconstruction of neck using stent
15758,Excision of skin using stent
13297,Drainage of arm using catheter
11978,Suturing of kidney using laparoscope
90619,Physical exam - preventive screening
13575,Drainage of kidney using laser
80972,Blood test evaluation
90936,Vaccination - preventive screening
14669,Drainage of eye using laser
10551,Reconstruction of leg using laser
13858,Excision of brain using laparoscope
90562,Physical exam - routine check
12635,Excision of ear using laser
11366,Repair of knee using laser
14218,Drainage of pelvis using scalpel
70529,Fluoroscopy of liver with contrast
16052,Biopsy of spine using laser
90681,Vaccination - routine check
11611,Repair of chest using stent
91247,Therapy session - preventive screening
90951,Vaccination - follow-up visit
10107,Repair of skin using scalpel
11787,Repair of heart using stent
14082,Biopsy of skin using laser
80068,Tissue analysis evaluation
13372,Suturing of arm using endoscope
11577,Reconstruction of knee using endoscope
11598,Excision of brain using stent
10726,Excision of brain using scalpel
80877,Blood test evaluation
90418,Physical exam - follow-up visit
90541,Consultation - preventive screening
15956,Biopsy of skin using scalpel
80484,DNA screening evaluation
10796,Excision of neck using catheter
14789,Drainage of ear using catheter
12007,Repair of ear using endoscope
11104,Repair of spine using laparoscope
15772,Excision of skin using laparoscope
70871,CT scan of neck with contrast
15848,Excision of kidney using laser
00216,Sedation for lungs surgery
90912,Therapy session - follow-up visit
